title,genre,release_year
Dus Kahaniyaan,drama,2007
Ed Gein: The Butcher of Plainfield,horror,2007
Eklavya: The Royal Guard,drama,2007
Elvis and Anabelle,drama,2007
Emotional Arithmetic,drama,2007
Evan Almighty,comedy,2007
Evano Oruvan,drama,2007
Evening,drama,2007
Extreme Movie,comedy,2007
Far North,drama,2007
Feel the Noise,"dance, drama",2007
Fool n Final,"action, comedy, romance, musical",2007
Freakshow,horror,2007
Fred Claus,comedy,2007
Freedom Writers,drama,2007
Fujian Blue,drama,2007
Full of It,comedy,2007
"Gandhi, My Father",drama,2007
Gauri: The Unborn,horror,2007
"Good Boy, Bad Boy",comedy,2007
Grace Is Gone,drama,2007
Gracie,drama,2007
Gundamma Gaari Manavadu,comedy,2007
Guru,"drama, romance",2007
Hairspray,musical,2007
Hallam Foe,drama,2007
Hammer Bay,drama,2007
Hattrick,comedy,2007
Heyy Babyy,"comedy, drama, romance",2007
Hitman,action,2007
Honeydripper,"drama, musical",2007
Hostel: Part II,horror,2007
Hot Fuzz,comedy,2007
Hot Rod,comedy,2007
I Know Who Killed Me,thriller,2007
I Now Pronounce You Chuck and Larry,comedy,2007
I Want Candy,comedy,2007
I'm Not There,"bio-pic, musical",2007
In the Valley of Elah,drama,2007
Interview,drama,2007
Into the Wild,"adventure, drama",2007
Invisible Wings,drama,2007
Irina Palm,drama,2007
Itty Bitty Titty Committee,comedy,2007
I’m Staying,comedy,2007
Jab We Met,"romance, comedy",2007
Jagadam,drama,2007
Jhoom Barabar Jhoom,"romance, comedy",2007
Johnny Gaddar,thriller,2007
Joshua,thriller,2007
Kaal,romance,2007
Kalishankar,romance,2007
Kallori,drama,2007
Kanna,romance,2007
Karuppusamy Kuththagaithaarar,drama,2007
Kasu Irukkanum,thriller,2007
Kattradhu Thamizh,drama,2007
Kickin' It Old Skool,comedy,2007
Killing Zelda Sparks,drama,2007
Kilometer Zero,"action, crime",2007
Kireedam,drama,2007
Knocked Up,comedy,2007
Koizora,romance,2007
Koodal Nagar,romance,2007
Laaga Chunari Mein Daag,drama,2007
Lady Magdalene's,action,2007
Lakshmi Kalyanam,drama,2007
Life Mein Kabhie Kabhiee,thriller,2007
Lions for Lambs,drama,2007
Live Free or Die Hard,action,2007
Lost in Beijing,drama,2007
Love in the Time of Cholera,drama,2007
Lucky You,drama,2007
"Lust, Caution",thriller,2007
Maa Madurai,drama,2007
Machakaaran,romance,2007
Madhumasam,drama,2007
Magicians,comedy,2007
Maharadhi,drama,2007
Maiko Haaaan!!!,comedy,2007
Malaikottai,action,2007
Manase Mounama,drama,2007
Manorama Six Feet Under,thriller,2007
Mantra,thriller,2007
Marudhamalai,action,2007
Matir Moyna,romance,2007
Maya Kannadi,romance,2007
Mere Oblivion,"comedy, drama",2007
Mermaid,"comedy, drama",2007
Michael Clayton,thriller,2007
Mirugam,drama,2007
Mitti Wajaan Maardi,drama,2007
Moscow Chill,thriller,2007
Moving McAllister,comedy,2007
Mozhi,"romance, comedy",2007
Mr. Bean's Holiday,comedy,2007
Mr. Brooks,thriller,2007
Mr. Woodcock,comedy,2007
Mudhal Kanave,romance,2007
Muni,horror,2007
Murugaa,romance,2007
"My Daughter, My Angel (Ma fille mon ange)",thriller,2007
My Sexiest Year,comedy,2007
My Winnipeg,drama,2007
Namastey London,"romance, comedy, drama, social",2007
Nanbanin Kadhali,romance,2007
Nancy Drew,"crime, family",2007
National Treasure: Book of Secrets,adventure,2007
Nava Vasantham,drama,2007
Neevalle Neevalle,romance,2007
Nenjai Thodu,thriller,2007
Night Train,thriller,2007
Ninaithale,romance,2007
Ninaithu Ninaithu Parthen,romance,2007
Nobel Son,drama,2007
Norbit,comedy,2007
Normal Adolescent Behavior,drama,2007
Ocean's Thirteen,"comedy, crime",2007
Okkadunnadu,thriller,2007
Om Shanti Om,"action, romance, comedy, drama",2007
Onbadhu Roobai Nottu,drama,2007
Only for You,romance,2007
Oram Po,comedy,2007
Outpost,horror,2007
P.S. I Love You,romance,2007
P2,horror,2007
Pachaikili Muthucharam,thriller,2007
Pallikoodam,drama,2007
Paragraph 78,"action, science fiction, thriller",2007
Paranoid Park,drama,2007
Parattai Engira Azhagu Sundaram,action,2007
Paruthiveeran,drama,2007
Passage to Zarahemla,adventure,2007
Pasupathi c/o Rasakkapalayam,action,2007
Pathfinder,action,2007
Piragu,drama,2007
Pirates of the Caribbean: At World's End,"adventure, swashbuckler",2007
Pokkiri,action,2007
Popcorn,comedy,2007
Poramboku,drama,2007
Pori,action,2007
Prem Rog,romance,2007
Premonition,thriller,2007
Pride,drama,2007
Primeval,horror,2007
Puli Varudhu,romance,2007
Rameswaram,drama,2007
Raqeeb,romance,2007
Rasigar Mandram,drama,2007
Red Swastik,thriller,2007
Redline,action,2007
Reign Over Me,drama,2007
Rendition,drama,2007
Reno 911!: Miami,comedy,2007
Reservation Road,drama,2007
Resident Evil: Extinction,"action, horror",2007
Resurrecting the Champ,drama,2007
Risk,"action, drama",2007
Rogue,horror,2007
"Romulus, My Father",drama,2007
Run Fatboy Run,comedy,2007
Rush Hour 3,action,2007
Saade Maade Teen,comedy,2007
Saawariya,"drama, romance",2007
Sabari,action,2007
Salaam-e-Ishq: A Tribute to Love,romance,2007
Satham Podathey,thriller,2007
Savage Grace,drama,2007
Saw IV,"horror, thriller",2007
Seema Sastry,comedy,2007
Seraphim Falls,western,2007
Shakalaka Boom Boom,"drama, social, musical, romance",2007
Shankardada Zindabad,drama,2007
Shoot on Sight,thriller,2007
Shootout at Lokhandwala,"action, crime, drama",2007
Sinner,drama,2007
Sivaji,action,2007
Sivaji - The Boss,action,2007
Sivi,horror,2007
Sleuth,drama,2007
Smiley Face,comedy,2007
Spiral,drama,2007
Sringaram,drama,2007
St Trinian's,comedy,2007
Starting Out in the Evening,romance,2007
Still Green,drama,2007
Stomp the Yard,"dance, drama",2007
Straightheads,thriller,2007
Stuck,crime,2007
Suffering Man's Charity,comedy,2007
Superbad,comedy,2007
Surviving My Mother,"family drama, comedy",2007
Sweeney Todd: The Demon Barber of Fleet Street,"musical, thriller",2007
Ta Ra Rum Pum,"romance, drama, social",2007
Taare Zameen Par,drama,2007
Takkari,comedy,2007
Thaamirabharani,action,2007
Thavam,action,2007
The 3 L'il Pigs (Les 3 p'tits cochons),comedy,2007
The Assassination of Jesse James by the Coward Robert Ford,"biography, western",2007
The Baker,comedy,2007
The Banishment,drama,2007
The Blue Hour,drama,2007
The Bourne Ultimatum,action,2007
The Brothers Solomon,comedy,2007
The Case,drama,2007
The Condemned,crime,2007
The Diving Bell and the Butterfly,drama,2007
The Final Winter,drama,2007
The Girl in the Park,drama,2007
The Great Debaters,"bio-pic, drama",2007
The Hammer,comedy,2007
The Hills Have Eyes 2,horror,2007
The Home Song Stories,drama,2007
The Invisible,thriller,2007
The Jammed,thriller,2007
The Kingdom,action,2007
The Kite Runner,drama,2007
The Last Sin Eater,drama,2007
The Life Before Her Eyes,drama,2007
The List,thriller,2007
The Lookout,crime,2007
The Messengers,horror,2007
The Mist,horror,2007
The Moon and the Stars,drama,2007
The Namesake,drama,2007
The Number 23,thriller,2007
The Reaping,horror,2007
The Riddle,thriller,2007
The Sun Also Rises,drama,2007
The Ten,comedy,2007
The Tracey Fragments,drama,2007
Thee Nagar,action,2007
There Will Be Blood,drama,2007
They Wait,horror,2007
Things We Lost in the Fire,drama,2007
This is England,drama,2007
Tholaipesi,romance,2007
Thoovanam,drama,2007
Thottal Poo Malarum,romance,2007
Thullal,romance,2007
Tins,action,2007
Toss,drama,2007
Traffic Signal,drama,2007
Tui Jodi Amar Hoiti Re,romance,2007
Tulasi,action,2007
Tulkalam,romance,2007
Unnale Unnale,romance,2007
Urchagam,action,2007
Vacancy,"horror, thriller",2007
Vasantham Vanthachu,romance,2007
Veeramum Eeramum,action,2007
Veerappu,action,2007
Veerasamy,drama,2007
Vel,action,2007
Viyabari,drama,2007
War,action,2007
Weirdsville,"comedy, action",2007
Welcome,comedy,2007
West,"drama, romance",2007
Whisper,horror,2007
White Noise: The Light,horror,2007
Who's Your Caddy?,comedy,2007
Wild Hogs,comedy,2007
Wind Chill,horror,2007
Yaaruku Yaaro,romance,2007
You Kill Me,"crime, comedy",2007
Youth Without Youth,romance,2007
10 Promises to My Dog,drama,2008
"10,000 BC",adventure,2008
10:10,comedy,2008
1920,"horror, mystery, romance, thriller",2008
21,drama,2008
88 Minutes,thriller,2008
90 Ghanta,thriller,2008
A Broken Life,drama,2008
A Bunch of Amateurs,comedy,2008
A Wednesday!,"drama, thriller",2008
Aamir,"drama, thriller",2008
Aaynate,romance,2008
Aayudham Seivom,action,2008
Acolytes,thriller,2008
Adivishnu,drama,2008
Adoration,drama,2008
Adulthood,drama,2008
Alibhabha,action,2008
"Ami, Yasin Ar Amar Madhubala",romance,2008
An Empress and the Warriors,action,2008
Ankusham,drama,2008
Antaratama,romance,2008
Appaloosa,western,2008
Ashoka,action,2008
Ashta Chamma,comedy,2008
August,drama,2008
Australia,"adventure, romantic drama",2008
Avakai Biryani,drama,2008
Baby Mama,comedy,2008
Babylon A.D.,"science fiction, thriller",2008
Bachna Ae Haseeno,"comedy, drama, romance",2008
Bajimaat,romance,2008
Baladur,drama,2008
Ballast,drama,2008
Bangkok Dangerous,thriller,2008
Be Kind Rewind,comedy,2008
Beer for My Horses,comedy,2008
Beverly Hills Chihuahua,comedy,2008
Bhale Dongalu,romance,2008
Bheema,action,2008
Bhoothnath,"comedy, drama, fantasy",2008
Bitter & Twisted,drama,2008
Biyer Lagna,romance,2008
Blindness,drama,2008
Blonde and Blonder,comedy,2008
Body of Lies,drama,2008
Bombay to Bangkok,"comedy, drama, romance",2008
Bommalattam,thriller,2008
Bommana Brothers Chandana Sisters,comedy,2008
Brahmanandam Drama Company,comedy,2008
Budak Kelantan,drama,2008
Bujjigaadu,romance,2008
Burn After Reading,comedy,2008
C Kkompany,comedy,2008
CJ7,comedy,2008
Cactus,drama,2008
Cadillac Records,"biography, musical",2008
Chak De Phatte,comedy,2008
Chamku,"musical, romance, thriller",2008
Changeling,drama,2008
Chaturanga,romance,2008
Chintakayala Ravi,comedy,2008
City Without Baseball,drama,2008
Cloverfield,"science fiction, thriller",2008
Congkak,horror,2008
Crooked Business,comedy,2008
Cuci,comedy,2008
Dada's Dance,drama,2008
De Dhakka,"family, drama, comedy",2008
De Taali,"comedy, romance",2008
Deal,drama,2008
Death Race,action,2008
Defiance,"drama, war",2008
Dhanam,drama,2008
Dindigul Sarathy,comedy,2008
Disaster Movie,"comedy, parody",2008
Don Muthu Swami,comedy,2008
Doubt,drama,2008
Down to the Dirt,drama,2008
Drillbit Taylor,comedy,2008
Durai,action,2008
Duyung,romance,2008
Dying Breed,horror,2008
Eagle Eye,action,2008
Eden Lake,horror,2008
Ek Vivaah... Aisa Bhi,drama,2008
Elegy,"drama, romance",2008
Er Dong,drama,2008
"Everybody Will Die, And I Shall Remain",drama,2008
Evolusi KL Drift,action,2008
Fashion,"drama, romance",2008
Fifty Dead Men Walking,thriller,2008
Fireflies in the Garden,drama,2008
Fireproof,drama,2008
Flash of Genius,"biography, drama",2008
Flashbacks of a Fool,drama,2008
Fool's Gold,adventure,2008
Forever Strong,drama,2008
Forgetting Sarah Marshall,comedy,2008
Freebird,comedy,2008
French Film,comedy,2008
Frost/Nixon,"drama, biography",2008
Funny Games,thriller,2008
Gamyam,drama,2008
Get Smart,comedy,2008
Ghajini,"action, drama, mystery, romance, thriller",2008
Gharjamai,romance,2008
Ghost Town,comedy,2008
God Tussi Great Ho,"comedy, romance",2008
Golmaal,comedy,2008
Golmaal Returns,comedy,2008
Good,drama,2008
Gorintaku,drama,2008
Gran Torino,drama,2008
Gumnaam – The Mystery,"thriller, mystery",2008
Gunde Jhallumandi,romance,2008
Gutterballs,horror,2008
Haal–e–dil,"drama, romance",2008
Hamlet 2,comedy,2008
Hana yori Dango Final,romance,2008
Hank and Mike,comedy,2008
Happy-Go-Lucky,drama,2008
Hari Puttar: A Comedy of Terrors,comedy,2008
Harold,comedy,2008
Harold & Kumar Escape from Guantanamo Bay,comedy,2008
Hellboy II: The Golden Army,"action, superhero",2008
Hello,"drama, romance",2008
Hello Kolkata,romance,2008
Hero Wanted,action,2008
High School Musical 3: Senior Year,"musical, family",2008
Hitler goes Kaput!,comedy,2008
Hochchheta ki,comedy,2008
Homam,action,2008
How to Lose Friends & Alienate People,comedy,2008
Humne Jeena Seekh Liya,comedy,2008
Hunger,drama,2008
In Bruges,action,2008
In Love We Trust,drama,2008
Incendiary,drama,2008
Indiana Jones and the Kingdom of the Crystal Skull,adventure,2008
Indiralohathil Na Azhagappan,comedy,2008
Inkheart,adventure,2008
Issız Adam,romance,2008
Jaane Tu... Ya Jaane Na,romance,2008
Jannat,"drama, romance",2008
Jimmy,"drama, action, crime, thriller, romance",2008
Jodhaa Akbar,"history, romance",2008
John Appa Rao 40 plus,comedy,2008
Jor,romance,2008
K-20: Legend of the Mask,action,2008
Kaalai,action,2008
Kaalpurush,drama,2008
Kadhalil Vizhunthen,romance,2008
Kalidasu,romance,2008
Kami The Movie,drama,2008
Kannum Kannum,romance,2008
Kantri,action,2008
Karzzzz,"action, romance",2008
Kathanayakudu,drama,2008
Kathavarayan,action,2008
Kattuviriyan,thriller,2008
Ke Tumi,drama,2008
Keka,romance,2008
Khela,drama,2008
Kinta 1881,action,2008
Kotha Bangaru Lokam,romance,2008
Krazzy 4,comedy,2008
Krishnarjuna,drama,2008
Kurosagi,thriller,2008
Kuruvi,action,2008
Kuselan,drama,2008
La Lingerie,comedy,2008
Lakeview Terrace,thriller,2008
Lakshmi Putrudu,romance,2008
Lal Ronger Duniya,romance,2008
Lala's Gun,drama,2008
Last Chance Harvey,romance,2008
Leatherheads,comedy,2008
Lost Indulgence,drama,2008
Love Exposure,"romance, comedy, drama, art house & international, action",2008
Love Story 2050,"drama, musical, romance",2008
Maa Ayana Chanti Pilladu,drama,2008
Maan Gaye Mughal-e-Azam,comedy,2008
Mad Money,"comedy, crime",2008
Made of Honor,comedy,2008
Mahakaal,action,2008
Maharathi,thriller,2008
"Mahesh, Saranya Matrum Palar",romance,2008
Mamma Mia!,musical,2008
Max Payne,action,2008
Meerabai Not Out,drama,2008
Meet Dave,comedy,2008
Meet the Browns,comedy,2008
Meet the Spartans,comedy,2008
Men's Group,drama,2008
Mera Pind,"romance, drama",2008
Mere Baap Pehle Aap,comedy,2008
Mirrors,horror,2008
Mission Istaanbul,adventure,2008
Mon Amour: Shesher Kobita Revisited,romance,2008
Money Hai Toh Honey Hai,"comedy, drama, romance",2008
Morphine,drama,2008
Mr. Funtoosh,romance,2008
Mr. Medhavi,romance,2008
Mr. White Mr. Black,comedy,2008
Muniyandi Vilangial Moonramandu,action,2008
My Best Friend's Girl,comedy,2008
My Sassy Girl,comedy,2008
Nachavule,romance,2008
Nee Sukhame Ne Koruthunna,drama,2008
Neel Rajar Deshe,romance,2008
Neninthe,action,2008
Nenjathai Killadhe,romance,2008
Nenu Meeku Telusa...?,thriller,2008
Nepali,action,2008
Never Back Down,action,2008
Newcastle,drama,2008
Nick and Norah's Infinite Playlist,comedy,2008
Nights in Rodanthe,romance,2008
Nim's Island,adventure,2008
Ninna Nedu Repu,thriller,2008
Nothing But the Truth,thriller,2008
Nothing Like the Holidays,drama,2008
Ocean Flame,drama,2008
Offing David,"comedy, mystery",2008
"Oh, My God",comedy,2008
Okka Magadu,action,2008
One Missed Call,horror,2008
Otto; or Up with Dead People,horror,2008
Over Her Dead Body,comedy,2008
Oye Lucky! Lucky Oye!,"comedy, drama",2008
Padakshep,romance,2008
Painted Skin,horror,2008
Panchamirtham,comedy,2008
Pandhayam,romance,2008
Pandi,action,2008
Partner,romance,2008
Parugu,romance,2008
Passchendaele,"romance, world war i drama",2008
Passengers,drama,2008
Pathology,thriller,2008
Phoonk,horror,2008
Pidichirukku,romance,2008
Pineapple Express,comedy,2008
Poi Solla Porom,comedy,2008
Pontypool,"horror, thriller",2008
Poo,romance,2008
Pourudu,drama,2008
Premabandham,romance,2008
Quantum of Solace,"action, 007",2008
Quarantine,horror,2008
Rab Ne Bana Di Jodi,romance,2008
Rachel Getting Married,drama,2008
Rajkumar,romance,2008
Raksha,thriller,2008
Raktamukhi Neela,romance,2008
Rama Rama Kya Hai Drama,comedy,2008
Rambo,action,2008
Rangamati,romance,2008
Redbelt,"drama, martial arts",2008
Repo! The Genetic Opera,"horror, musical",2008
Revolutionary Road,drama,2008
Roadside Romeo,"animation, family, romance",2008
Rock On!!,"drama, romance, musical",2008
Role Models,comedy,2008
Rule No. 1,horror,2008
Saamida,action,2008
Sadhu Babar Lathi,drama,2008
Sadhu Miranda,thriller,2008
Sakkarakatti,romance,2008
Sarkar Raj,"action, crime, drama, thriller",2008
Satyameba Jayate,romance,2008
Saw V,horror,2008
Sedin Dujone,romance,2008
Semi-Pro,"comedy, sports",2008
Seval,action,2008
Seven Pounds,drama,2008
Sex Drive,comedy,2008
Sex and the City,comedy,2008
Shaolin Girl,comedy,2008
Shaurya,drama,2008
Shibaji,action,2008
Shutter,horror,2008
Siddu from Sikakulam,romance,2008
Sila Nerangalil,thriller,2008
Silambattam,action,2008
Singakutty,action,2008
Singh Is Kinng,"action, comedy, crime, romance",2008
Sirf,"drama, romance",2008
Slumdog Millionaire,drama,2008
Smart People,comedy,2008
Sorry Bhai!,romance,2008
Soul Men,"comedy, musical",2008
Souryam,action,2008
Sparrow,drama,2008
Spike,horror,2008
Step Brothers,comedy,2008
Stone of Destiny,drama,2008
Strange Wilderness,comedy,2008
Subramaniapuram,action,2008
Sunday,"action, comedy",2008
Superhero Movie,"comedy, parody",2008
Superior Ultraman 8 Brothers,comedy,2008
Susuk,horror,2008
Swagatham,drama,2008
Swapner Din,romance,2008
Swing Vote,comedy,2008
Tahaan,"adventure, drama",2008
Taken,thriller,2008
Takkar,romance,2008
Tashan,"action, romance",2008
Thangam,action,2008
The Accidental Husband,romance,2008
The Bank Job,thriller,2008
The Best Movie,comedy,2008
The Black Balloon,drama,2008
The Boy in the Striped Pyjamas,drama,2008
The Butterfly Lovers,"romance, wuxia",2008
The Children,horror,2008
The Curious Case of Benjamin Button,drama,2008
The Deal,comedy,2008
The Edge of Love,drama,2008
The Escapist,thriller,2008
The Eye,horror,2008
The Ghost,thriller,2008
The Grind,crime,2008
The Haunting of Molly Hartley,horror,2008
The Horseman,thriller,2008
The Hottie and the Nottie,comedy,2008
The House Bunny,comedy,2008
The Last Lear,"biography, drama",2008
The Last Thakur,"action, drama",2008
The Love Guru,comedy,2008
The Machine Girl,"horror, action comedy",2008
The Midnight Meat Train,horror,2008
The Monster X Strikes Back,comedy,2008
The Mummy: Tomb of the Dragon Emperor,adventure,2008
The Necessities of Life,drama,2008
The Other Boleyn Girl,drama,2008
The Other Man,drama,2008
The Promotion,comedy,2008
The Reader,drama,2008
The Rocker,comedy,2008
The Ruins,horror,2008
The Secret Life of Bees,drama,2008
The Square,thriller,2008
The Strangers,horror,2008
Theekuchi,action,2008
Thenavattu,action,2008
Thiruvannamalai,action,2008
Thodakkam,thriller,2008
Thoondil,romance,2008
Thotta,action,2008
Thozha,drama,2008
Tipu Kanan Tipu Kiri,comedy,2008
Tokyo Gore Police,"action, horror",2008
Tokyo Sonata,drama,2008
Tolly Lights,romance,2008
Tollywood Focus,romance,2008
Tomar Jonyo,romance,2008
Transsiberian,thriller,2008
Tropic Thunder,comedy,2008
True Women For Sale,drama,2008
Tumi Kar,romance,2008
U Me Aur Hum,romance,2008
Ugly Aur Pagli,comedy,2008
Ullasamga Utsahamga,drama,2008
Unfinished Sky,drama,2008
Untraceable,thriller,2008
Vaana,romance,2008
Vaaranam Aayiram,romance,2008
Vaazhthugal,romance,2008
Vaitheeswaran,action,2008
Vallamai Tharayo,romance,2008
Vambu Sandai,action,2008
Vantage Point,thriller,2008
Vedha,romance,2008
Velli Thirai,drama,2008
Via Darjeeling,"drama, mystery, thriller",2008
Vicky Cristina Barcelona,romance,2008
Vinayakudu,romance,2008
Vishaka Express,thriller,2008
W.,"biography, drama",2008
Wanted,action,2008
"War, Inc.",action,2008
Welcome Home Roscoe Jenkins,comedy,2008
Welcome to Sajjanpur,"comedy, drama",2008
What Happens in Vegas,comedy,2008
What Just Happened,comedy,2008
Wild Field,drama,2008
Witless Protection,comedy,2008
Woodstock Villa,thriller,2008
Yaaradi Nee Mohini,romance,2008
Yes Man,comedy,2008
You Don't Mess with the Zohan,comedy,2008
Yuri's Day,drama,2008
Yuvvraaj,"musical, drama, romance, family",2008
Zack and Miri Make a Porno,comedy,2008
12 Rounds,action,2009
13B,horror,2009
17 Again,"comedy, teen",2009
1977,action,2009
2 Harihar Nagar (2 ഹരിഹർ നഗർ),comedy,2009
3 Idiots,comedy,2009
5150 Elm's Way,"drama, thriller",2009
99,comedy,2009
A Aa E Ee,comedy,2009
A Boy Called Dad,drama,2009
A Perfect Getaway,thriller,2009
A Serious Man,comedy,2009
A Single Man,drama,2009
A Very Short Life,crime,2009
Aa Dekhen Zara,"action, thriller",2009
Aa Okkadu,thriller,2009
Aadatha Aattamellam,drama,2009
Aagey Se Right,comedy,2009
Aakasamantha,drama,2009
Aarumaname,drama,2009
Aarumugam,action,2009
Aayirathil Oruvan (ആയിരത്തിൽ ഒരുവൻ),drama,2009
Accident on Hill Road,thriller,2009
Acid Factory,action,2009
Acı Aşk,drama,2009
Adhe Neram Adhe Idam,romance,2009
Adventureland,comedy,2009
After.Life,horror,2009
Agyaat,horror,2009
Ainthaam Padai,action,2009
Air Doll,drama,2009
Ajab Prem Ki Ghazab Kahani,"comedy, romance",2009
Ajantha,drama,2009
Alien Trespass,"comedy, science fiction",2009
All About Steve,comedy,2009
All The Best: Fun Begins,comedy,2009
"All's Well, Ends Well 2009",comedy,2009
Alvin and the Chipmunks: The Squeakquel,"family, musical",2009
Amar Praner Priya,romance,2009
Amaravathi,thriller,2009
Amelia,"biography, drama",2009
American Violet,drama,2009
An Invisible Sign,drama,2009
Ananda Tandavam,romance,2009
Angel John,drama,2009
Angels & Demons,"adventure, mystery",2009
Anjaneyulu,comedy,2009
Anthony Yaar?,drama,2009
April Bride,drama,2009
Arcadia Lost,drama,2009
Armored,"action, crime drama",2009
Arundhati,thriller,2009
Arya 2,romance,2009
Assassination of a High School President,comedy,2009
At the End of Daybreak,romance,2009
Awaydays,drama,2009
Azhagar Malai,drama,2009
Baanam,drama,2009
Banaras (ബനാറസ്‌),"romance, musical",2009
Bandslam,musical,2009
Barah Aana,drama,2009
Basic Love,romance,2009
Başka Dilde Aşk,drama,2009
Beautiful Kate,drama,2009
Beauty,drama,2009
Bendu Apparao R.M.P.,comedy,2009
Berdella[2],"biography, horror",2009
Bhagavan (ഭഗവാൻ),action,2009
Bhagyadevatha (ഭാഗ്യദേവത),drama,2009
Bhoomi Malayalam (ഭൂമി മലയാളം),drama,2009
Big Fan,drama,2009
Billu,drama,2009
Black Dalia,action,2009
Blessed,drama,2009
Blue,action,2009
Boni,action,2009
Boogie Woogie,comedy,2009
Bornova Bornova,drama,2009
"Boys Are Back, TheThe Boys Are Back",drama,2009
Bride Wars,comedy,2009
Bumper Offer,comedy,2009
Bunny and the Bull,comedy,2009
C Me Dance,thriller,2009
Cairo Time,romance,2009
Calendar,romance,2009
Carriers,horror,2009
Cedar Boys,drama,2009
Chal Chala Chal,comedy,2009
Chandni Chowk to China,"action, comedy",2009
Charlie & Boots,comedy,2009
Chattambinadu (ചട്ടമ്പിനാടു്),"action, thriller, comedy",2009
Chemistry,crime,2009
Cherrybomb,drama,2009
Chintu Ji,comedy,2009
Clubbed,drama,2009
Coffin Rock,thriller,2009
Cold Souls,comedy,2009
Colours,"comedy, family",2009
"Combination, TheThe Combination",drama,2009
Cooking with Stella,drama,2009
Couples Retreat,comedy,2009
Crank: High Voltage,action,2009
Crazy Heart,"drama, musical",2009
Crazy Racer,comedy,2009
Crossing Over,drama,2009
Crows Zero 2,action,2009
Crush,thriller,2009
Daddy Cool,comedy,2009
De Dana Dan',comedy,2009
Decent Parties,drama,2009
Defendor,drama,2009
Delhi-6,"romance, drama",2009
Deli Deli Olma,drama,2009
Dev.D,romance,2009
Dhoondte Reh Jaaoge,comedy,2009
Did You Hear About the Morgans?,comedy,2009
Disgrace,drama,2009
Do Knot Disturb,"comedy, romance",2009
Doghouse,comedy,2009
Dorian Gray,drama,2009
Dr. Patient,comedy,2009
Drag Me to Hell,horror,2009
Dragonball Evolution,"action, fantasy",2009
Duplicity,crime,2009
Echelon Conspiracy,action,2009
Eddelu Manjunatha,comedy,2009
Ee Pattanathil Bhootham (ഈ പട്ടണത്തിൽ ഭൂതം),comedy,2009
Eenadu,drama,2009
Eesa,drama,2009
Ek Daav Dhobhipachhad,comedy,2009
Ek Niranjan,action,2009
Ek Se Bure Do,comedy,2009
Engal Aasan,action,2009
Evaraina Epudaina,romance,2009
Everybody's Fine,drama,2009
Evidam Swargamanu (ഇവിടം സ്വർഗ്ഗമാണു്),drama,2009
Excited,comedy,2009
Extract,comedy,2009
Fame,"drama, musical",2009
Family Demons,horror,2009
Fast & Furious,action,2009
Fighting,action,2009
Fired Up!,"comedy, teen",2009
Fish Tank,drama,2009
Fox,drama,2009
Fragments,drama,2009
G.I. Joe: The Rise of Cobra,"action, adventure",2009
Gabhricha Paus,"comedy, drama",2009
Gallowwalker,"horror, western",2009
Gamer,"action, science fiction",2009
Gandha,drama,2009
Gangajatra,drama,2009
Gentlemen Broncos,comedy,2009
Glorious 39,drama,2009
Goemon,action,2009
Gokula,romance,2009
Goshta Choti Dongraevadhi,drama,2009
Gulumal-The Escape (ഗുലുമാൽ),comedy,2009
Güneşi Gördüm,drama,2009
Güz Sancısı,drama,2009
Hailesa (ഹെയ്‌ലസാ),comedy,2009
Halloween II,horror,2009
Hannah Montana: The Movie,"family, musical",2009
High Security Vacation,comedy,2009
Home of Strangers,action,2009
Hooked on the Game,action,2009
Hotel Chelsea,thriller,2009
Hotel for Dogs,"comedy, family",2009
Humpday,comedy,2009
I Can Do Bad All By Myself,"comedy, drama",2009
I Give My First Love to You,drama,2009
I Hope They Serve Beer in Hell,comedy,2009
I Killed My Mother (J'ai tué ma mère),drama,2009
"I Love You, Beth Cooper","comedy, teen",2009
"I Love You, Man",comedy,2009
I. G.,"action, thriller",2009
I.C.U.,thriller,2009
Imagine That,comedy,2009
In Her Skin,thriller,2009
In the Loop,comedy,2009
Indira Vizha,romance,2009
Invictus,"biography, drama",2009
Iron Cross,thriller,2009
Ivar Vivahitharayal (ഇവർ വിവാഹിതരായാൽ),"romance, comedy",2009
Jackboots on Whitehall,comedy,2009
Jag Jeondeyan De Mele,romance,2009
Jaganmohini,horror,2009
Janky Promoters,comedy,2009
Jayeebhava,drama,2009
Kaana Kanmani (കാണാ കൺമണി),"horror, family",2009
Kadhalna Summa Illai,drama,2009
Kadri'nin Götürdüğü Yere Git,comedy,2009
Kal Kissne Dekha,"romance, drama, social, comedy",2009
Kalavaramaye Madilo,romance,2009
Kambakkht Ishq,"action, comedy, romance",2009
Kaminey,drama,2009
Kancheepurathe Kalyanam (കാഞ്ചീപുരത്തെ കല്യാണം),comedy,2009
Kanchivaram,drama,2009
Kappal Muthalaali (കപ്പല്‌ മുതലാളി),comedy,2009
Karanliktakiler,drama,2009
Kariyaa(re-released),action,2009
Karma Aur Holi,drama,2009
Katha Parayum Theruvoram (കഥ പറയും തെരുവോരം),drama,2009
"Katha, Samvidhanam Kunchakko (കഥ, സംവിധാനം കുഞ്ചാക്കോ)",comedy,2009
Kavya's Diary,thriller,2009
Keralotsavam 2009 (കേരളോത്സവം 2009),drama,2009
Knife Edge,thriller,2009
Konchem Ishtam Konchem Kashtam,drama,2009
Kulir 100°,drama,2009
